Order ID,Order Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,594,89,3,Furniture,Bookcases,COD
B-26070,18 March 2018,Shruti,Karnataka,Bangalore,582,262,5,Furniture,Furnishings,COD
B-25682,07 June 2018,Krutika,Bihar,Patna,545,-73,11,Electronics,Phones,COD
B-25962,19 January 2018,Tejeswini,Maharashtra,Pune,544,-152,3,Furniture,Bookcases,COD
B-25962,19 January 2018,Tejeswini,Maharashtra,Pune,312,62,1,Electronics,Electronic Games,COD
B-25698,23 June 2018,Amisha,Tamil Nadu,Chennai,516,392,8,Furniture,Chairs,COD
B-25832,28 October 2018,Harshita,Maharashtra,Mumbai,504,116,3,Furniture,Bookcases,COD
B-25886,28 November 2018,Brijesh,Rajasthan,Udaipur,502,84,4,Electronics,Phones,COD
B-26010,11 February 2018,Kartikay,Bihar,Patna,176,-13,5,Furniture,Furnishings,COD
B-25609,09 April 2018,Jitesh,Uttar Pradesh,Lucknow,485,29,4,Electronics,Electronic Games,COD
B-25689,14 June 2018,Bhaggyasree,Maharashtra,Mumbai,469,-459,3,Electronics,Electronic Games,COD
B-25654,10 May 2018,Sabah,Maharashtra,Mumbai,450,-90,3,Electronics,Printers,COD
B-25961,18 January 2018,Surbhi,Gujarat,Ahmedabad,446,53,3,Electronics,Printers,COD
B-25961,18 January 2018,Surbhi,Gujarat,Ahmedabad,366,84,3,Furniture,Bookcases,COD
B-25819,15 October 2018,Ankur,Madhya Pradesh,Bhopal,417,49,3,Electronics,Electronic Games,COD
B-25720,15 July 2018,Namrata,Punjab,Chandigarh,30,-35,1,Furniture,Chairs,COD
B-25678,03 June 2018,Bathina,Karnataka,Bangalore,327,-39,1,Electronics,Phones,COD
B-25621,20 April 2018,Deepak,Madhya Pradesh,Bhopal,333,-15,3,Electronics,Phones,COD
B-25621,20 April 2018,Deepak,Madhya Pradesh,Bhopal,233,-10,5,Electronics,Electronic Games,COD
B-25915,19 December 2018,Sukruta,Punjab,Amritsar,277,3,1,Electronics,Electronic Games,COD
B-25645,01 May 2018,Yaanvi,Madhya Pradesh,Indore,273,-87,4,Electronics,Phones,COD
B-25773,06 September 2018,Shreya,Kerala,Thiruvananthapuram,224,-143,3,Furniture,Chairs,COD
B-25918,22 December 2018,Karandeep,Madhya Pradesh,Indore,244,-122,5,Furniture,Furnishings,COD
B-26063,15 March 2018,Farah,Nagaland,Kohima,241,-77,4,Electronics,Electronic Games,COD
B-25861,15 November 2018,Aayush,Uttar Pradesh,Lucknow,216,-83,3,Electronics,Electronic Games,COD
B-26084,25 March 2018,Anita,Kerala,Thiruvananthapuram,209,-63,4,Electronics,Electronic Games,COD
B-25652,08 May 2018,Tushina,Goa,Goa,174,-70,3,Electronics,Accessories,COD
B-25994,03 February 2018,Omkar,Delhi,Delhi,196,-7,5,Electronics,Phones,COD
B-25794,24 September 2018,Aditya,Himachal Pradesh,Simla,176,37,6,Electronics,Accessories,COD
B-26041,27 February 2018,Ritu,Haryana,Chandigarh,176,-28,5,Furniture,Furnishings,COD
B-25998,04 February 2018,Anmol,Rajasthan,Udaipur,50,-28,5,Furniture,Furnishings,COD
B-25967,21 January 2018,Sudevi,Uttar Pradesh,Prayagraj,119,-24,4,Furniture,Furnishings,COD
B-25878,24 November 2018,Mrinal,Maharashtra,Mumbai,165,46,3,Furniture,Furnishings,COD
B-25983,30 January 2018,Atul,Delhi,Delhi,161,-229,8,Furniture,Furnishings,COD
B-25948,13 January 2018,Mukund,Maharashtra,Pune,152,23,3,Furniture,Furnishings,COD
B-25723,18 July 2018,Wale,Maharashtra,Mumbai,76,-54,3,Electronics,Electronic Games,COD
B-26001,07 February 2018,Patil,Delhi,Delhi,149,17,4,Furniture,Furnishings,COD
B-26033,22 February 2018,Atharv,West Bengal,Kolkata,143,32,1,Furniture,Bookcases,COD
B-25787,20 September 2018,Asish,Jammu and Kashmir,Kashmir,140,-58,4,Furniture,Furnishings,COD
B-26054,10 March 2018,Mayank,Maharashtra,Mumbai,139,21,3,Electronics,Accessories,COD
B-25745,09 August 2018,Kartik,Gujarat,Ahmedabad,132,-79,5,Furniture,Furnishings,COD
B-25731,26 July 2018,Akash,West Bengal,Kolkata,131,-154,8,Furniture,Furnishings,COD
B-25883,27 November 2018,Saptadeep,Gujarat,Surat,127,29,3,Furniture,Furnishings,COD
B-25821,16 October 2018,Ajay,West Bengal,Kolkata,125,0,3,Electronics,Accessories,COD
B-25800,01 October 2018,Ishit,Maharashtra,Pune,122,-66,9,Electronics,Accessories,COD
B-26021,17 February 2018,Anita,Kerala,Thiruvananthapuram,122,59,7,Furniture,Furnishings,COD
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,120,1,1,Furniture,Chairs,COD
B-25696,21 June 2018,Noopur,Karnataka,Bangalore,117,-6,3,Electronics,Phones,COD
B-26003,08 February 2018,Hitesh,Madhya Pradesh,Bhopal,114,41,6,Furniture,Furnishings,COD
B-25770,02 September 2018,Sakshi,Madhya Pradesh,Indore,110,35,1,Furniture,Furnishings,COD
B-25999,05 February 2018,Diwakar,Delhi,Delhi,109,40,1,Furniture,Furnishings,COD
B-25909,13 December 2018,Sujay,Maharashtra,Pune,108,22,3,Electronics,Accessories,COD
B-25641,27 April 2018,Parishi,West Bengal,Kolkata,22,-6,1,Furniture,Furnishings,COD
B-25648,04 May 2018,Aditya,Punjab,Chandigarh,100,-23,1,Electronics,Phones,COD
B-26083,24 March 2018,Yogesh,Bihar,Patna,45,17,1,Electronics,Accessories,COD
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,95,11,4,Furniture,Furnishings,COD
B-26023,19 February 2018,Mukesh,Haryana,Chandigarh,29,0,3,Furniture,Furnishings,COD
B-25653,08 May 2018,Farah,Nagaland,Kohima,115,25,1,Electronics,Accessories,COD
B-25820,16 October 2018,Dheeraj,Rajasthan,Jaipur,119,1,1,Furniture,Chairs,COD
B-26096,28 March 2018,Atharv,West Bengal,Kolkata,88,11,3,Electronics,Accessories,COD
B-25730,22 July 2018,Rishabh,Rajasthan,Jaipur,83,-81,3,Furniture,Chairs,COD
B-26017,14 February 2018,Sonakshi,Jammu and Kashmir,Kashmir,78,7,1,Furniture,Chairs,COD
B-25644,30 April 2018,Mayank,Maharashtra,Mumbai,76,-92,8,Furniture,Furnishings,COD
B-25750,14 August 2018,Priyanshu,Madhya Pradesh,Indore,73,-31,1,Furniture,Bookcases,COD
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,73,-7,1,Electronics,Phones,COD
B-25725,20 July 2018,Anisha,Nagaland,Kohima,144,-7,4,Electronics,Electronic Games,COD
B-25693,18 June 2018,Parna,Madhya Pradesh,Bhopal,72,-49,1,Electronics,Phones,COD
B-25932,04 January 2018,Bhutekar,Madhya Pradesh,Indore,71,-14,4,Furniture,Furnishings,COD
B-25708,01 July 2018,Kishwar,Madhya Pradesh,Indore,191,13,8,Furniture,Furnishings,COD
B-25789,22 September 2018,Akshay,Uttar Pradesh,Lucknow,67,-86,9,Furniture,Furnishings,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,65,-52,3,Electronics,Accessories,COD
B-25668,24 May 2018,Rhea,Himachal Pradesh,Simla,123,17,3,Furniture,Furnishings,COD
B-25827,23 October 2018,Sheetal,Madhya Pradesh,Indore,156,21,3,Furniture,Chairs,COD
B-25902,10 December 2018,Ishpreet,Maharashtra,Mumbai,154,26,4,Electronics,Accessories,COD
B-25763,27 August 2018,Noshiba,Gujarat,Ahmedabad,58,-52,3,Furniture,Chairs,COD
B-25870,20 November 2018,Pranav,Andhra Pradesh,Hyderabad,57,7,3,Furniture,Furnishings,COD
B-25993,03 February 2018,Madhav,Delhi,Delhi,221,26,7,Furniture,Furnishings,COD
B-25855,08 November 2018,Abhijeet,Madhya Pradesh,Bhopal,197,73,1,Furniture,Bookcases,COD
B-26068,16 March 2018,Shefali,Rajasthan,Jaipur,193,33,5,Electronics,Accessories,COD
B-25843,03 November 2018,Mrunal,Maharashtra,Mumbai,214,30,3,Electronics,Accessories,COD
B-25661,17 May 2018,Subhashree,Jammu and Kashmir,Kashmir,224,-81,3,Furniture,Chairs,COD
B-25787,20 September 2018,Asish,Jammu and Kashmir,Kashmir,229,-41,8,Electronics,Accessories,COD
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,50,14,1,Electronics,Electronic Games,COD
B-26072,20 March 2018,Sweta,Maharashtra,Mumbai,313,44,3,Electronics,Electronic Games,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,47,-114,5,Furniture,Furnishings,COD
B-25955,16 January 2018,Shiva,Maharashtra,Pune,200,13,5,Electronics,Phones,COD
B-25626,23 April 2018,Bhishm,Maharashtra,Mumbai,46,-14,1,Electronics,Phones,COD
B-25888,02 December 2018,Rohan,Punjab,Amritsar,223,4,3,Electronics,Phones,COD
B-25657,13 May 2018,Tulika,Madhya Pradesh,Bhopal,288,-180,4,Furniture,Chairs,COD
B-25704,29 June 2018,Riya,Maharashtra,Mumbai,102,0,3,Electronics,Phones,COD
B-25790,23 September 2018,Sajal,Bihar,Patna,42,-3,1,Electronics,Electronic Games,COD
B-25923,27 December 2018,Gopal,Maharashtra,Mumbai,226,58,3,Electronics,Accessories,COD
B-25930,03 January 2018,Monica,Punjab,Chandigarh,351,-94,5,Electronics,Electronic Games,COD
B-25618,18 April 2018,Manju,Andhra Pradesh,Hyderabad,362,127,1,Furniture,Bookcases,COD
B-25643,29 April 2018,Kirti,Jammu and Kashmir,Kashmir,36,-7,1,Electronics,Electronic Games,COD
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,669,74,5,Furniture,Bookcases,COD
B-25614,13 April 2018,Vandana,Himachal Pradesh,Simla,494,54,4,Furniture,Bookcases,COD
B-26010,11 February 2018,Kartikay,Bihar,Patna,527,26,3,Electronics,Electronic Games,COD
B-25603,03 April 2018,Jahan,Madhya Pradesh,Bhopal,24,-30,1,Furniture,Chairs,COD
B-25656,11 May 2018,Priyanka,Maharashtra,Pune,651,169,5,Electronics,Printers,COD
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,322,193,5,Electronics,Printers,COD
B-25999,05 February 2018,Diwakar,Delhi,Delhi,770,323,3,Electronics,Accessories,COD
B-25902,10 December 2018,Ishpreet,Maharashtra,Mumbai,802,120,7,Electronics,Accessories,COD
B-25699,24 June 2018,Kritika,Uttar Pradesh,Lucknow,21,-5,1,Electronics,Accessories,COD
B-26076,21 March 2018,Jahan,Madhya Pradesh,Bhopal,450,-190,4,Furniture,Bookcases,COD
B-25608,08 April 2018,Aarushi,Tamil Nadu,Chennai,856,385,6,Electronics,Printers,COD
B-25813,10 October 2018,Hrisheekesh,Maharashtra,Mumbai,911,202,7,Furniture,Chairs,COD
B-25986,31 January 2018,Shweta,Rajasthan,Udaipur,918,22,9,Electronics,Electronic Games,COD
B-25650,06 May 2018,Chirag,Maharashtra,Mumbai,925,-447,5,Electronics,Electronic Games,COD
B-25797,30 September 2018,Sauptik,Madhya Pradesh,Indore,976,293,4,Electronics,Accessories,COD
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,620,82,6,Electronics,Accessories,COD
B-25752,14 August 2018,Vaibhav,Madhya Pradesh,Indore,1361,197,9,Furniture,Bookcases,COD
B-25610,09 April 2018,Yogesh,Bihar,Patna,1076,-38,4,Electronics,Printers,COD
B-25639,27 April 2018,Lisha,Madhya Pradesh,Bhopal,1629,-153,3,Electronics,Phones,COD
B-25919,23 December 2018,Neha,Rajasthan,Udaipur,977,-244,7,Electronics,Phones,COD
B-25855,08 November 2018,Abhijeet,Madhya Pradesh,Bhopal,1319,567,5,Electronics,Printers,COD
B-25881,25 November 2018,Lalita,Uttar Pradesh,Mathura,1351,111,6,Electronics,Electronic Games,COD
B-26057,10 March 2018,Sharda,Kerala,Thiruvananthapuram,736,346,5,Electronics,Printers,COD
B-26055,10 March 2018,Harivansh,Uttar Pradesh,Mathura,1218,-420,8,Furniture,Bookcases,COD
B-25955,16 January 2018,Shiva,Maharashtra,Pune,1716,309,7,Electronics,Accessories,COD
B-25686,11 June 2018,Pooja,Himachal Pradesh,Simla,332,503,3,Electronics,Printers,COD
B-25881,25 November 2018,Lalita,Uttar Pradesh,Mathura,2115,23,5,Furniture,Chairs,COD
B-25910,14 December 2018,Jay,Delhi,Delhi,850,-289,5,Electronics,Electronic Games,COD
B-25997,04 February 2018,Yogesh,Maharashtra,Pune,2292,127,7,Furniture,Bookcases,COD
B-25973,24 January 2018,Madan Mohan,Uttar Pradesh,Mathura,4141,1698,13,Electronics,Printers,COD
B-26055,10 March 2018,Harivansh,Uttar Pradesh,Mathura,5729,64,14,Furniture,Chairs,EMI
B-25955,16 January 2018,Shiva,Maharashtra,Pune,2927,146,8,Furniture,Bookcases,EMI
B-26093,27 March 2018,Sarita,Maharashtra,Pune,852,51,5,Furniture,Bookcases,Credit Card
B-25643,29 April 2018,Kirti,Jammu and Kashmir,Kashmir,1061,-36,8,Furniture,Bookcases,EMI
B-25756,20 August 2018,Mohan,Maharashtra,Mumbai,729,-492,5,Furniture,Bookcases,UPI
B-25761,25 August 2018,Madhav,Uttar Pradesh,Mathura,2188,1050,5,Furniture,Bookcases,Credit Card
B-25786,19 September 2018,Madan Mohan,Uttar Pradesh,Mathura,1854,433,5,Furniture,Bookcases,Credit Card
B-25786,19 September 2018,Madan Mohan,Uttar Pradesh,Mathura,623,-192,3,Furniture,Tables,UPI
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,2093,721,5,Furniture,Chairs,Credit Card
B-25910,14 December 2018,Jay,Delhi,Delhi,1622,-624,5,Furniture,Tables,Credit Card
B-25686,11 June 2018,Pooja,Himachal Pradesh,Simla,1829,-56,6,Furniture,Tables,Credit Card
B-26003,08 February 2018,Hitesh,Madhya Pradesh,Bhopal,1745,122,2,Furniture,Tables,Credit Card
B-26003,08 February 2018,Hitesh,Madhya Pradesh,Bhopal,315,-8,3,Furniture,Chairs,Credit Card
B-25902,10 December 2018,Ishpreet,Maharashtra,Mumbai,268,6,2,Furniture,Bookcases,UPI
B-25935,04 January 2018,Sudhir,Nagaland,Kohima,1657,460,4,Furniture,Chairs,Credit Card
B-25797,30 September 2018,Sauptik,Madhya Pradesh,Indore,1630,802,5,Furniture,Tables,EMI
B-26048,04 March 2018,Parth,Maharashtra,Pune,1461,202,5,Furniture,Tables,EMI
B-26048,04 March 2018,Parth,Maharashtra,Pune,401,13,6,Furniture,Chairs,Credit Card
B-25710,05 July 2018,Megha,Maharashtra,Pune,216,-38,6,Furniture,Furnishings,UPI
B-25608,08 April 2018,Aarushi,Tamil Nadu,Chennai,1364,1864,5,Furniture,Tables,Credit Card
B-25995,04 February 2018,Yohann,Delhi,Delhi,1314,342,3,Furniture,Bookcases,Credit Card
B-25868,18 November 2018,Vikash,Goa,Goa,1118,206,2,Furniture,Tables,Credit Card
B-25929,02 January 2018,Girase,Kerala,Thiruvananthapuram,1308,536,3,Furniture,Bookcases,Credit Card
B-25957,18 January 2018,Mahima,Madhya Pradesh,Indore,1157,-13,9,Furniture,Bookcases,Credit Card
B-26067,16 March 2018,Tulika,Madhya Pradesh,Bhopal,618,27,4,Furniture,Bookcases,Credit Card
B-25749,13 August 2018,Ayush,Maharashtra,Mumbai,1052,-82,3,Furniture,Bookcases,UPI
B-25747,11 August 2018,Harsh,Madhya Pradesh,Bhopal,877,395,2,Furniture,Bookcases,Credit Card
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,742,198,2,Furniture,Bookcases,Credit Card
B-26057,10 March 2018,Sharda,Kerala,Thiruvananthapuram,659,-37,2,Furniture,Bookcases,Credit Card
B-25670,25 May 2018,Charika,Goa,Goa,656,-36,2,Furniture,Bookcases,Credit Card
B-25662,17 May 2018,Sweta,Maharashtra,Mumbai,385,-77,11,Furniture,Furnishings,UPI
B-25983,30 January 2018,Atul,Delhi,Delhi,561,118,5,Furniture,Bookcases,Credit Card
B-25979,27 January 2018,Shivangi,Madhya Pradesh,Indore,284,45,2,Furniture,Bookcases,EMI
B-26014,13 February 2018,Divsha,Rajasthan,Jaipur,406,97,7,Furniture,Chairs,Credit Card
B-25701,26 June 2018,Maithilee,Madhya Pradesh,Indore,98,-45,2,Furniture,Chairs,UPI
B-25770,02 September 2018,Sakshi,Madhya Pradesh,Indore,375,180,3,Furniture,Bookcases,Credit Card
B-25989,01 February 2018,Anjali,Delhi,Delhi,330,81,1,Furniture,Bookcases,Credit Card
B-25840,31 October 2018,Sneha,Karnataka,Bangalore,246,61,2,Furniture,Bookcases,Credit Card
B-25773,06 September 2018,Shreya,Kerala,Thiruvananthapuram,248,-70,3,Furniture,Chairs,Credit Card
B-25661,17 May 2018,Subhashree,Jammu and Kashmir,Kashmir,55,-33,2,Furniture,Chairs,Debit Card
B-25661,17 May 2018,Subhashree,Jammu and Kashmir,Kashmir,58,-42,2,Furniture,Chairs,Debit Card
B-25628,24 April 2018,Pooja,Bihar,Patna,35,-8,2,Furniture,Furnishings,Debit Card
B-25703,28 June 2018,Ekta,Madhya Pradesh,Indore,42,-23,2,Furniture,Furnishings,UPI
B-25929,02 January 2018,Girase,Kerala,Thiruvananthapuram,216,-135,3,Furniture,Chairs,Credit Card
B-25699,24 June 2018,Kritika,Uttar Pradesh,Lucknow,20,-22,1,Furniture,Furnishings,UPI
B-25654,10 May 2018,Sabah,Maharashtra,Mumbai,122,-21,3,Furniture,Furnishings,UPI
B-25738,02 August 2018,Ayush,Punjab,Chandigarh,70,-14,2,Furniture,Furnishings,UPI
B-25950,13 January 2018,Shruti,Madhya Pradesh,Indore,190,19,9,Furniture,Furnishings,Credit Card
B-25664,20 May 2018,Pratyusmita,Bihar,Patna,83,-48,1,Furniture,Bookcases,UPI
B-25991,03 February 2018,Mansi,Madhya Pradesh,Indore,90,30,2,Furniture,Chairs,UPI
B-25638,26 April 2018,Parth,Maharashtra,Pune,182,-11,3,Furniture,Bookcases,Credit Card
B-25651,07 May 2018,Anurag,Madhya Pradesh,Indore,172,-103,3,Furniture,Chairs,EMI
B-25960,18 January 2018,Shreya,Andhra Pradesh,Hyderabad,171,-140,2,Furniture,Bookcases,EMI
B-25823,18 October 2018,Rohan,Maharashtra,Mumbai,103,50,2,Furniture,Furnishings,UPI
B-25774,07 September 2018,Snehal,Punjab,Chandigarh,38,-6,2,Furniture,Furnishings,UPI
B-25750,14 August 2018,Priyanshu,Madhya Pradesh,Indore,78,-6,2,Furniture,Furnishings,UPI
B-25901,10 December 2018,Suraj,Gujarat,Surat,159,2,3,Furniture,Furnishings,EMI
B-25925,29 December 2018,Shruti,Maharashtra,Mumbai,1228,14,3,Furniture,Chairs,UPI
B-25924,28 December 2018,Prajakta,Karnataka,Bangalore,148,54,2,Furniture,Chairs,UPI
B-25963,19 January 2018,Pratiksha,Maharashtra,Mumbai,53,8,3,Furniture,Furnishings,UPI
B-25928,01 January 2018,Smriti,Bihar,Patna,25,10,1,Furniture,Furnishings,UPI
B-25848,03 November 2018,Rohan,Himachal Pradesh,Simla,147,21,3,Furniture,Furnishings,Debit Card
B-25661,17 May 2018,Subhashree,Jammu and Kashmir,Kashmir,145,-104,5,Furniture,Chairs,UPI
B-25929,02 January 2018,Girase,Kerala,Thiruvananthapuram,154,-85,3,Furniture,Chairs,EMI
B-25797,30 September 2018,Sauptik,Madhya Pradesh,Indore,148,-101,2,Furniture,Bookcases,UPI
B-25654,10 May 2018,Sabah,Maharashtra,Mumbai,121,-17,3,Furniture,Furnishings,Credit Card
B-25683,08 June 2018,Shreya,Kerala,Thiruvananthapuram,155,56,3,Furniture,Furnishings,EMI
B-25935,04 January 2018,Sudhir,Nagaland,Kohima,162,20,3,Furniture,Chairs,EMI
B-25713,08 July 2018,Raksha,West Bengal,Kolkata,158,-63,4,Furniture,Chairs,UPI
B-25755,19 August 2018,Shourya,Kerala,Thiruvananthapuram,257,-3,2,Furniture,Bookcases,UPI
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,189,60,4,Furniture,Furnishings,Debit Card
B-25818,14 October 2018,Sandeep,Madhya Pradesh,Indore,94,20,2,Furniture,Furnishings,UPI
B-25651,07 May 2018,Anurag,Madhya Pradesh,Indore,200,-60,4,Furniture,Bookcases,UPI
B-26056,10 March 2018,Sonal,Bihar,Patna,213,-145,3,Furniture,Bookcases,Debit Card
B-25993,03 February 2018,Madhav,Delhi,Delhi,201,32,4,Furniture,Furnishings,UPI
B-25685,10 June 2018,Sheetal,Madhya Pradesh,Indore,264,-30,3,Furniture,Furnishings,Debit Card
B-25847,03 November 2018,Aniket,Haryana,Chandigarh,264,71,10,Furniture,Furnishings,Debit Card
B-25981,28 January 2018,Amruta,Delhi,Delhi,245,91,2,Furniture,Bookcases,UPI
B-25877,24 November 2018,Dashyam,Gujarat,Surat,269,33,5,Furniture,Chairs,Debit Card
B-25896,05 December 2018,Aman,Maharashtra,Mumbai,79,-2,2,Furniture,Furnishings,EMI
B-26014,13 February 2018,Divsha,Rajasthan,Jaipur,278,39,5,Furniture,Chairs,Debit Card
B-25931,04 January 2018,Sidharth,Maharashtra,Mumbai,73,-36,3,Furniture,Chairs,UPI
B-26045,03 March 2018,Nidhi,Nagaland,Kohima,302,75,6,Furniture,Furnishings,Debit Card
B-25770,02 September 2018,Sakshi,Madhya Pradesh,Indore,287,-280,12,Furniture,Chairs,UPI
B-26036,23 February 2018,Bhishm,Maharashtra,Mumbai,341,44,7,Furniture,Furnishings,UPI
B-25789,22 September 2018,Akshay,Uttar Pradesh,Lucknow,313,-13,5,Furniture,Bookcases,UPI
B-25854,08 November 2018,Shubham,Maharashtra,Pune,342,-154,7,Furniture,Furnishings,Debit Card
B-25782,15 September 2018,Aayushi,Maharashtra,Mumbai,335,-22,7,Furniture,Chairs,UPI
B-25685,10 June 2018,Sheetal,Madhya Pradesh,Indore,51,7,2,Furniture,Furnishings,UPI
B-25718,12 July 2018,Anjali,Maharashtra,Mumbai,371,115,1,Furniture,Bookcases,Debit Card
B-25702,27 June 2018,Shaily,Maharashtra,Mumbai,424,-17,9,Furniture,Chairs,Debit Card
B-25718,12 July 2018,Anjali,Maharashtra,Mumbai,460,31,3,Furniture,Bookcases,Debit Card
B-25914,18 December 2018,Kajal,Delhi,Delhi,460,-143,3,Furniture,Chairs,Debit Card
B-25857,10 November 2018,Anand,Madhya Pradesh,Indore,227,59,2,Furniture,Furnishings,UPI
B-25634,26 April 2018,Sanjay,Goa,Goa,389,-83,3,Furniture,Chairs,UPI
B-25885,28 November 2018,Shatayu,Madhya Pradesh,Indore,394,146,2,Furniture,Bookcases,UPI
B-26098,29 March 2018,Pinky,Jammu and Kashmir,Kashmir,497,179,3,Furniture,Chairs,Debit Card
B-25692,17 June 2018,Rashmi,Madhya Pradesh,Indore,141,28,7,Furniture,Furnishings,UPI
B-25959,18 January 2018,Muskan,Madhya Pradesh,Indore,429,17,3,Furniture,Chairs,UPI
B-25709,01 July 2018,Aakanksha,Madhya Pradesh,Indore,41,-6,1,Furniture,Chairs,Credit Card
B-25750,14 August 2018,Priyanshu,Madhya Pradesh,Indore,539,-146,7,Furniture,Furnishings,Debit Card
B-25726,21 July 2018,Kiran,Maharashtra,Mumbai,490,-128,8,Furniture,Bookcases,UPI
B-25803,05 October 2018,Shivanshu,Madhya Pradesh,Indore,511,194,3,Furniture,Chairs,UPI
B-25667,23 May 2018,Anjali,Haryana,Chandigarh,516,69,4,Furniture,Bookcases,UPI
B-25755,19 August 2018,Shourya,Kerala,Thiruvananthapuram,593,213,4,Furniture,Bookcases,Debit Card
B-26000,06 February 2018,Shubham,Delhi,Delhi,597,93,4,Furniture,Chairs,Debit Card
B-25710,05 July 2018,Megha,Maharashtra,Pune,616,-69,7,Furniture,Furnishings,Debit Card
B-25857,10 November 2018,Anand,Madhya Pradesh,Indore,598,166,4,Furniture,Bookcases,UPI
B-25806,06 October 2018,Dhanraj,Madhya Pradesh,Indore,632,-114,4,Furniture,Tables,UPI
B-26003,08 February 2018,Hitesh,Madhya Pradesh,Bhopal,652,13,6,Furniture,Furnishings,Debit Card
B-25752,14 August 2018,Vaibhav,Madhya Pradesh,Indore,33,-27,1,Furniture,Chairs,Credit Card
B-25745,09 August 2018,Kartik,Gujarat,Ahmedabad,670,15,5,Furniture,Bookcases,Debit Card
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,676,195,5,Furniture,Bookcases,Debit Card
B-25983,30 January 2018,Atul,Delhi,Delhi,32,-12,1,Furniture,Chairs,Credit Card
B-26018,14 February 2018,Aarushi,Tamil Nadu,Chennai,326,107,3,Furniture,Furnishings,UPI
B-25702,27 June 2018,Shaily,Maharashtra,Mumbai,941,203,3,Furniture,Tables,UPI
B-25859,14 November 2018,Chikku,Madhya Pradesh,Indore,724,253,2,Furniture,Bookcases,UPI
B-25855,08 November 2018,Abhijeet,Madhya Pradesh,Bhopal,550,-242,5,Furniture,Furnishings,UPI
B-25899,08 December 2018,Aishwarya,Uttar Pradesh,Prayagraj,846,9,2,Furniture,Chairs,Debit Card
B-25904,10 December 2018,Swapnil,Delhi,Delhi,871,131,2,Furniture,Bookcases,UPI
B-25638,26 April 2018,Parth,Maharashtra,Pune,880,97,8,Furniture,Furnishings,Debit Card
B-25898,07 December 2018,Abhishek,Rajasthan,Udaipur,915,-99,3,Furniture,Tables,Debit Card
B-25937,05 January 2018,Ankit,Haryana,Chandigarh,1101,352,3,Furniture,Bookcases,UPI
B-25601,01 April 2018,Bharat,Gujarat,Ahmedabad,1275,1148,7,Furniture,Bookcases,EMI
B-25894,04 December 2018,Monu,Punjab,Amritsar,1246,62,3,Furniture,Bookcases,EMI
B-25653,08 May 2018,Farah,Nagaland,Kohima,1327,318,8,Furniture,Chairs,EMI
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,1218,352,9,Furniture,Bookcases,EMI
B-26023,19 February 2018,Mukesh,Haryana,Chandigarh,1117,447,10,Furniture,Bookcases,EMI
B-25862,15 November 2018,Amol,Bihar,Patna,2061,701,5,Furniture,Bookcases,UPI
B-25626,23 April 2018,Bhishm,Maharashtra,Mumbai,1103,276,3,Furniture,Chairs,EMI
B-25969,21 January 2018,Shreyshi,Gujarat,Surat,2452,191,7,Furniture,Bookcases,UPI
B-25798,01 October 2018,Shishu,Andhra Pradesh,Hyderabad,2830,-1981,13,Furniture,Bookcases,EMI
B-25993,03 February 2018,Madhav,Delhi,Delhi,4363,305,5,Furniture,Tables,EMI
B-26055,10 March 2018,Harivansh,Uttar Pradesh,Mathura,671,114,9,Electronics,Phones,Credit Card
B-25681,04 June 2018,Bhawna,Madhya Pradesh,Indore,1625,-77,3,Electronics,Phones,EMI
B-25923,27 December 2018,Gopal,Maharashtra,Mumbai,3873,-891,6,Electronics,Phones,Credit Card
B-26093,27 March 2018,Sarita,Maharashtra,Pune,2847,712,8,Electronics,Printers,Credit Card
B-25602,01 April 2018,Vrinda,Maharashtra,Pune,2617,1151,4,Electronics,Phones,Credit Card
B-25858,13 November 2018,Uudhav,Maharashtra,Mumbai,294,109,7,Electronics,Accessories,EMI
B-25887,01 December 2018,Vishakha,Uttar Pradesh,Prayagraj,2125,-234,6,Electronics,Printers,EMI
B-25997,04 February 2018,Yogesh,Maharashtra,Pune,231,99,2,Electronics,Electronic Games,Credit Card
B-25756,20 August 2018,Mohan,Maharashtra,Mumbai,465,-33,4,Electronics,Phones,EMI
B-25823,18 October 2018,Rohan,Maharashtra,Mumbai,59,6,1,Electronics,Accessories,UPI
B-25830,26 October 2018,Aastha,Himachal Pradesh,Simla,1954,782,3,Electronics,Phones,Credit Card
